76497764 [1, 0, 2, 0, 3, 3, 1, 0, 0, 3, 1, 2, 0, 3]
78725821 [1, 0, 2, 3, 0, 1, 1, 0, 0, 2, 2, 3, 3, 0]
80298675 [1, 0, 3, 0, 2, 1, 1, 0, 0, 2, 2, 3, 0, 2]
80298979 [1, 0, 3, 0, 2, 1, 1, 0, 0, 3, 3, 2, 0, 2]
80363955 [1, 0, 3, 0, 2, 2, 1, 0, 0, 1, 2, 3, 0, 2]
80364147 [1, 0, 3, 0, 2, 2, 1, 0, 0, 2, 1, 3, 0, 2]
81871849 [1, 0, 3, 2, 0, 1, 1, 0, 0, 3, 3, 2, 2, 0]
103639100 [1, 2, 0, 2, 3, 1, 1, 2, 2, 0, 0, 3, 2, 3]
103640012 [1, 2, 0, 2, 3, 1, 1, 2, 2, 3, 3, 0, 2, 3]
103770572 [1, 2, 0, 2, 3, 3, 1, 2, 2, 1, 3, 0, 2, 3]
103770956 [1, 2, 0, 2, 3, 3, 1, 2, 2, 3, 1, 0, 2, 3]
104425535 [1, 2, 0, 3, 2, 1, 1, 2, 2, 0, 0, 3, 3, 2]
113863619 [1, 2, 3, 0, 2, 1, 1, 2, 2, 3, 3, 0, 0, 2]
115370105 [1, 2, 3, 2, 0, 0, 1, 2, 2, 0, 1, 3, 2, 0]
115370297 [1, 2, 3, 2, 0, 0, 1, 2, 2, 1, 0, 3, 2, 0]
115435577 [1, 2, 3, 2, 0, 1, 1, 2, 2, 0, 0, 3, 2, 0]
115436489 [1, 2, 3, 2, 0, 1, 1, 2, 2, 3, 3, 0, 2, 0]
120421420 [1, 3, 0, 2, 3, 1, 1, 3, 3, 0, 0, 2, 2, 3]
121207855 [1, 3, 0, 3, 2, 1, 1, 3, 3, 0, 0, 2, 3, 2]
121208463 [1, 3, 0, 3, 2, 1, 1, 3, 3, 2, 2, 0, 3, 2]
121273743 [1, 3, 0, 3, 2, 2, 1, 3, 3, 1, 2, 0, 3, 2]
121273935 [1, 3, 0, 3, 2, 2, 1, 3, 3, 2, 1, 0, 3, 2]
126713476 [1, 3, 2, 0, 3, 1, 1, 3, 3, 2, 2, 0, 0, 3]
129006701 [1, 3, 2, 3, 0, 0, 1, 3, 3, 0, 1, 2, 3, 0]
129006893 [1, 3, 2, 3, 0, 0, 1, 3, 3, 1, 0, 2, 3, 0]
129072173 [1, 3, 2, 3, 0, 1, 1, 3, 3, 0, 0, 2, 3, 0]
129072781 [1, 3, 2, 3, 0, 1, 1, 3, 3, 2, 2, 0, 3, 0]
139362676 [2, 0, 1, 0, 3, 2, 2, 0, 0, 1, 1, 3, 0, 3]
139363284 [2, 0, 1, 0, 3, 2, 2, 0, 0, 3, 3, 1, 0, 3]
139428564 [2, 0, 1, 0, 3, 3, 2, 0, 0, 2, 3, 1, 0, 3]
139428756 [2, 0, 1, 0, 3, 3, 2, 0, 0, 3, 2, 1, 0, 3]
141721981 [2, 0, 1, 3, 0, 2, 2, 0, 0, 1, 1, 3, 3, 0]
147161522 [2, 0, 3, 0, 1, 1, 2, 0, 0, 1, 2, 3, 0, 1]
147161714 [2, 0, 3, 0, 1, 1, 2, 0, 0, 2, 1, 3, 0, 1]
147226994 [2, 0, 3, 0, 1, 2, 2, 0, 0, 1, 1, 3, 0, 1]
147227602 [2, 0, 3, 0, 1, 2, 2, 0, 0, 3, 3, 1, 0, 1]
148014037 [2, 0, 3, 1, 0, 2, 2, 0, 0, 3, 3, 1, 1, 0]
152998968 [2, 1, 0, 1, 3, 2, 2, 1, 1, 0, 0, 3, 1, 3]
152999880 [2, 1, 0, 1, 3, 2, 2, 1, 1, 3, 3, 0, 1, 3]
153065160 [2, 1, 0, 1, 3, 3, 2, 1, 1, 2, 3, 0, 1, 3]
153065352 [2, 1, 0, 1, 3, 3, 2, 1, 1, 3, 2, 0, 1, 3]
154571838 [2, 1, 0, 3, 1, 2, 2, 1, 1, 0, 0, 3, 3, 1]
164009922 [2, 1, 3, 0, 1, 2, 2, 1, 1, 3, 3, 0, 0, 1]
164664501 [2, 1, 3, 1, 0, 0, 2, 1, 1, 0, 2, 3, 1, 0]
164664885 [2, 1, 3, 1, 0, 0, 2, 1, 1, 2, 0, 3, 1, 0]
164795445 [2, 1, 3, 1, 0, 2, 2, 1, 1, 0, 0, 3, 1, 0]
164796357 [2, 1, 3, 1, 0, 2, 2, 1, 1, 3, 3, 0, 1, 0]
186563608 [2, 3, 0, 1, 3, 2, 2, 3, 3, 0, 0, 1, 1, 3]
188071310 [2, 3, 0, 3, 1, 1, 2, 3, 3, 1, 2, 0, 3, 1]
188071502 [2, 3, 0, 3, 1, 1, 2, 3, 3, 2, 1, 0, 3, 1]
188136478 [2, 3, 0, 3, 1, 2, 2, 3, 3, 0, 0, 1, 3, 1]
188136782 [2, 3, 0, 3, 1, 2, 2, 3, 3, 1, 1, 0, 3, 1]
189709636 [2, 3, 1, 0, 3, 2, 2, 3, 3, 1, 1, 0, 0, 3]
191937693 [2, 3, 1, 3, 0, 0, 2, 3, 3, 0, 2, 1, 3, 0]
191938077 [2, 3, 1, 3, 0, 0, 2, 3, 3, 2, 0, 1, 3, 0]
192068637 [2, 3, 1, 3, 0, 2, 2, 3, 3, 0, 0, 1, 3, 0]
192068941 [2, 3, 1, 3, 0, 2, 2, 3, 3, 1, 1, 0, 3, 0]
206226131 [3, 0, 1, 0, 2, 2, 3, 0, 0, 2, 3, 1, 0, 2]
206226323 [3, 0, 1, 0, 2, 2, 3, 0, 0, 3, 2, 1, 0, 2]
206291299 [3, 0, 1, 0, 2, 3, 3, 0, 0, 1, 1, 2, 0, 2]
206291603 [3, 0, 1, 0, 2, 3, 3, 0, 0, 2, 2, 1, 0, 2]
207864169 [3, 0, 1, 2, 0, 3, 3, 0, 0, 1, 1, 2, 2, 0]
210092514 [3, 0, 2, 0, 1, 1, 3, 0, 0, 1, 3, 2, 0, 1]
210092898 [3, 0, 2, 0, 1, 1, 3, 0, 0, 3, 1, 2, 0, 1]
210223458 [3, 0, 2, 0, 1, 3, 3, 0, 0, 1, 1, 2, 0, 1]
210223762 [3, 0, 2, 0, 1, 3, 3, 0, 0, 2, 2, 1, 0, 1]
211010197 [3, 0, 2, 1, 0, 3, 3, 0, 0, 2, 2, 1, 1, 0]
219862727 [3, 1, 0, 1, 2, 2, 3, 1, 1, 2, 3, 0, 1, 2]
219862919 [3, 1, 0, 1, 2, 2, 3, 1, 1, 3, 2, 0, 1, 2]
219927591 [3, 1, 0, 1, 2, 3, 3, 1, 1, 0, 0, 2, 1, 2]
219928199 [3, 1, 0, 1, 2, 3, 3, 1, 1, 2, 2, 0, 1, 2]
220714026 [3, 1, 0, 2, 1, 3, 3, 1, 1, 0, 0, 2, 2, 1]
227006082 [3, 1, 2, 0, 1, 3, 3, 1, 1, 2, 2, 0, 0, 1]
227595493 [3, 1, 2, 1, 0, 0, 3, 1, 1, 0, 3, 2, 1, 0]
227596069 [3, 1, 2, 1, 0, 0, 3, 1, 1, 3, 0, 2, 1, 0]
227791909 [3, 1, 2, 1, 0, 3, 3, 1, 1, 0, 0, 2, 1, 0]
227792517 [3, 1, 2, 1, 0, 3, 3, 1, 1, 2, 2, 0, 1, 0]
236709911 [3, 2, 0, 1, 2, 3, 3, 2, 2, 0, 0, 1, 1, 2]
237365706 [3, 2, 0, 2, 1, 1, 3, 2, 2, 1, 3, 0, 2, 1]
237366090 [3, 2, 0, 2, 1, 1, 3, 2, 2, 3, 1, 0, 2, 1]
237496346 [3, 2, 0, 2, 1, 3, 3, 2, 2, 0, 0, 1, 2, 1]
237496650 [3, 2, 0, 2, 1, 3, 3, 2, 2, 1, 1, 0, 2, 1]
239855939 [3, 2, 1, 0, 2, 3, 3, 2, 2, 1, 1, 0, 0, 2]
241232089 [3, 2, 1, 2, 0, 0, 3, 2, 2, 0, 3, 1, 2, 0]
241232665 [3, 2, 1, 2, 0, 0, 3, 2, 2, 3, 0, 1, 2, 0]
241428505 [3, 2, 1, 2, 0, 3, 3, 2, 2, 0, 0, 1, 2, 0]
241428809 [3, 2, 1, 2, 0, 3, 3, 2, 2, 1, 1, 0, 2, 0]
There are 120 correct colorings out of 268435456.
